citing_ut	cited_ut
000228233100020	000089511100018
000292342200008	000221133600005
000181418100002	A1990ED92100007
000269977900008	000089364300014
000333494700004	000258994700018
000474937300009	000188791900010
000428760300013	000340327600002
000246343700009	A1988P804700024
000282487300006	000248912600012
000376375000012	000077489900010
000414581400011	000285991400003
000314838700008	000296980400004
000493078200001	000316849200050
000361773000032	000271362400002
000312754900016	000082435700005
000310600500169	000263667900032
000084375800055	A1993KM60700043
000476569300020	A1994PD35800010
000432992100001	000414077300006
000385147500004	A1992HY48900008
000364253200003	000331415400007
000084725400006	A1994NU12800058
000302722800048	000286351800004
000334984200007	000168949800003
000305966400019	000296169300005
000296679800001	000281668100004
000509617600007	000402844600007
A1996VF35400007	A1980LP76500010
000316228100010	000254777400009
000425918300112	000360803400049
000506961300001	000265856400006
000375518400034	000228974100015
000375737200015	000228346100003
000367108100007	000173464800008
A1988R385700019	A1980JN25700001
000436317700012	000084388500002
000450344600003	000281593100001
000263657600014	000250631900011
000378044400002	000273335100009
000346900600002	000303275700027
000346941400001	000241071300007
A1992HQ54300006	A1984SV60800036
000330017200012	000248960700003
000184416000017	000075345400033
000089959000007	A1980JN44100024
000429405100004	A1991EZ70800017
000341021600023	000323733400007
000232930000013	000072305800011
000368712900024	000322958800002
000326430500006	000312239200016
000500380100011	000412254900004
000208760900012	000245650200146
000224532100005	000076949000001
000380592000006	000268255100041
000295030000063	000223901600010
000288571700004	000227290900010
000297978800011	000223695300004
000352292900019	000072545600021
000335486400008	000304333400005
000307515300010	000077818400003
000506548100001	000270460900017
000245659900046	000229244900006
000295299200017	000258160000001
000280006100012	000228025100008
000209580500024	A1994PP91200012
000087107300007	000082033100035
000285193900017	A1986AWS9200002
000317870600025	000086485300004
000444544900004	A1992JP00300015
000361546200003	000339641400019
000245942400004	000223326000002
000337738600007	000276799000021
000322361200034	000174545200006
000470981700010	000171021000016
000245671500006	000237561700004
000440547000008	A1988N944200004
000228815900003	A1989AE17100014
000276602200008	000231253400051
000343589200001	000087112600047
000257838500018	000228563600011
000245143800003	000076690300003
000265132900006	A1991EW59100014
000304430200007	000291015800019
000467980100002	A1985AVD3200005
000349545300022	000226200600007
000404805900006	000318587400009
000300393100007	A1993ME48100102
A1996TV84400009	A1991FU84100011
000220134500014	000174655000022
000209172900001	000241272900012
000335846800001	000313769600062
000312675700005	000273419100014
000323224900003	A1981MJ34100005
000258631300002	000175693800016
000377964600002	000294738700021
000333163800020	000188791900010
000185226400006	000085441000014
000172450400045	000084725400006
000323294400014	000305337600003
000209580500024	000305079500004
000089390800111	A1995RD18400047
000315681700005	000255156600019
000340223500005	000251948500020
000384753400020	000281932900007
000459425800005	000463684600014
000178998100006	A1990EX11900001
000165301400015	A1997XN57400012
000286214100019	A1994PC56600008
000400687400018	000383911200005
000440359100003	000312640300024
000489884900002	000384077300004
000516441800003	000415681100001
000368286200006	000070978100009
A1996UH04000005	A1993MM08200006
000495983600001	000354393700017
000254683000001	000239516500005
000284300300014	000077157400016
000348146600002	000248281600012
000449824800001	000370238000007
000299983300002	000234738400008
000283719600012	000188791900010
000378448600044	000285127500012
000412493000004	000380766200041
000457533200001	000326034500021
A1994PN55700002	A1991FP20000002
000254809200017	000240854300023
000314603000003	000280605400010
000462000400021	000279934400012
000484371900027	000360849100005
000454184200019	000397136400014
000246301900018	000178172400001
000220955800007	000168576800022
000330356500016	000222301800015
000468959200031	000228815900003
A1992KB60300080	A1983RL31600060
000406945500001	000344644600020
000427174300002	000289214300019
000314173700013	000293097200023
000371232600006	000260240900054
000446938400001	000264900200021
000470186500001	000248832400008
000330175000008	000231165500083
000317383200004	000168623300011
000221865800005	000178190800001
000236700100008	000087107300007
000278978600022	000264753400017
000296996400008	A1988L246400029
000366077100040	000176052800003
000244222600004	000235967800010
000292876900049	000245280100044
000289774700011	000269965100015
000413382600004	A1989AV45900008
000436782100005	000182853100041
000430025500001	000264660700002
000262350300006	000225943700002
000345605300001	000242146300001
000336832200022	000279580800036
000378757600021	000278582400023
000270411700010	A1982QV94600003
000338631000066	A1996BG79E00015
000312351400004	000251897200011
000397872500010	000317295200007
000359730800004	000187401800006
000440371600011	000404363600025
000489770700052	000441864100008
000226118700005	000181129300021
000328207700004	000166324700029
000451724000001	000304849100004
000429491500039	000296979700007
000184735200004	A1996UU63500010
000367072400003	000221826600015
000356011500043	000180747900003
000380831900002	000179767400004
000318041800017	000249715100041
000385367300022	000348146600002
000260052400017	000253453600040
000455564300008	A1992HC38500045
000177684100011	A1996VJ50900005
000237738800012	000082776900006
000257572500001	000078090900008
000514332600001	000310728000013
000432464800007	000256754200013
000452498000011	000165911000016
000456527000084	000188791900010
000256228300024	A1993LT16400002
000323589100035	000243091500001
000484489400002	000225323900011
000278565900005	000173822400009
000323141100030	000166993100001
000079931400013	A1996UZ29500003
000166205100001	A1997YD30800004
000398531000010	000341253400056
000386075300001	000325819700012
000389244400049	000251717800011
000407280900018	000080262500006
A1996TZ11200017	A1992HJ08100012
000189430000036	000176493300010
000328322800006	000223369800031
000419201000001	000260910900030
000257657700004	000081803500013
000314728600012	000292947800003
000394186300002	A1990DT34200002
000380018800020	000284735200001
A1994NW17000001	A1986E863700004
000279305600015	000082360900007
000334900900008	000085186900036
000415772100019	000408597300080
000237818500006	000224636100003
000432671200001	000177798200011
000383572400002	000277483000013
000419091500001	000167838300018
000478648300018	A1990CX30100017
000365154600025	000328730300001
000185258800005	A1994PF23800017
000224516900024	000077818400010
000305337600003	000274913200013
000375608500016	000348146600002
000407245300015	000308370900005
000260586500002	000074973700043
000086457900022	A1996UK43400017
000308897700006	000182414700006
000446938600006	000292438600013
000072445800017	A1996VL76500020
000247678700010	A1994ND60200026
000293419200003	000230745600011
000305337600003	000181312000006
000333875300005	000224793200017
000228815900003	A1983RQ26800013
000290529100029	000228459500011
000500030300002	000416196400027
000504504200016	A1992HT99900004
000415116500001	000396125500039
000170629700005	A1995RT34300018
000086485300003	000076554600005
000311592600005	A1995QB43700028
000232875200003	A1985AKB6500010
000286380500015	000239701700010
000299303900015	000186662700025
000322693200005	000244735500002
000413545900005	000235547400025
000331107700037	000298912900016
000434853100007	000253601000006
000166949200084	A1993MF29600029
000417037900003	000170204600040
000352818700007	000312829100033
000367556600008	000176687100009
000455505400002	000080211100001
000078473600044	A1987L135000068
000298192900054	A1996VN38000003
000260586500001	000248598300002
000436179000014	000236198900002
000387603600001	A1983QR94000001
000174400600015	000080994700008
000222274000002	A1990CP63200001
000317421800001	000296395600009
000370095800001	000332405300008
000297214900001	000238712400006
000454184200007	000277416500006
000220589700003	000177305600056
000278978800024	000181769500014
000457707300034	000414593200013
000250721700014	000185924500039
000351978700014	000292461300050
000418727000073	000408538000014
000367072400003	000179243500023
000300877400014	000175429400001
000300459500027	000288634300008
000178998100007	000074420500001
000329225400007	A1992KA05800007
000316092500026	000286135000024
000432992100001	000335582400005
A1990DT13100001	A1982PJ47100003
A1993LW03200073	A1991FG54100019
000385800700005	A1995TG69500008
000178237800008	A1984TW02200017
000406894500011	A1980KZ25400009
000406988100006	000352331000024
000089387800016	000076461100008
000366438000001	000280643900021
000412428100005	A1986F548300002
000209703800028	000241112500023
000240650400007	000087629500006
000167097400024	A1996UT53100024
000332396200076	000262576700007
000336367100019	000229205700031
000433487900001	000241917900017
000485017200027	000247105100025
000494284000001	000243735000001
000077963100001	A1987H347000001
000460242100077	000230047500004
000255228000003	A1985AML3700027
000220980300018	000081189600007
000298369100095	000271944800028
000180943900005	A1987J155000012
000358394400021	000241217400003
000234678700031	A1993KR70700009
000222558600079	A1992HV36100019
000089435000011	A1985ADZ9300003
000467802500005	000076332000010
000417241800003	000338519300003
000472136900016	000262801000011
000259749600012	000227017400019
A1989U076700010	A1988M107400005
000239677500011	A1989AB76300010
000289728800003	A1996BG58Y00003
000278209500002	000088298300008
000396038400006	000174841500052
000403579400010	000359384600012
000281478700001	000247222300015
000508196500029	000187722800051
000445273400014	000268245500001
000394349800005	000237272000017
000325616500001	000086906000009
000400788000024	000357686800010
000253312900005	A1992JA76200006
000247480200019	000173985800001
000341468300046	000179929100018
000494068600001	000263697000010
000295873900001	000260910900030
000278646000002	000246692300010
000260981000010	A1995RU29100001
000330216200009	A1993MD68500001
000374843200001	A1984TS81900014
A1995RU82500012	A1990EA35300022
000450376700001	000265550600006
000241563400006	000082431300013
000415912600017	A1994NP28000003
000186985000003	000179649000003
